-6.312183072598942513e-02,1.288067888244796566e-01,2.895336522892859588e-01,-1.610590631051093957e-01,-2.095309805392701341e-01,1.120555110221900935e-01,3.801549268067873633e-01,-1.342679253177161136e-01,-7.616764368062693864e-03,2.406921331257406982e-01,-7.679036544439715728e-02,1.308327781390920298e-02,1.147486760107194930e-03,5.556642706553035355e-02,-2.331911763791371522e-02,-3.916487615503617126e-01,9.817245524774761978e-02,-9.798436228396346925e-02,1.148612593190044551e-01,-3.028046337932101262e-02,-4.352051205014127039e-02,2.921812029307369607e-01,1.603673210342300426e-02,-1.087691139372864296e-02,-1.043851328930466005e-01,-3.503446128382946279e-02,-6.613764771633701134e-02,-8.107190807415978751e-02,-1.932232943235154612e-02,-8.399874660078562871e-02,-4.548100560442149692e-02,3.981311602813981249e-02,1.972050540749841485e-01,-2.204540873278826030e-01,1.905738181467387105e-01,1.526338634866618825e-02,7.898653567112423612e-02,8.314047111052064176e-02,9.888068089331990274e-02,-9.751073611360187854e-02,-2.030161300170939265e-02,3.597318944218259179e-02,-2.420002110953507757e-02,2.987680992122514288e-03,-7.502803663686944541e-03,-4.369192233083932925e-02,1.796708266414946686e-03,-1.657313340646296707e-01,3.581781446780856609e-02,6.447034283343054673e-02,-9.291947195122220171e-02,-9.288895996182348555e-03,1.248335809187105794e-01,-2.563780537748804877e-01
-7.042287373905657677e-02,1.555296975952278893e-01,2.401020803921196656e-01,-6.314949000976971538e-02,5.588894947140158470e-03,-7.836049580603612896e-02,2.491169791196328753e-01,-2.492082298507836968e-01,-2.233494804843668413e-01,-6.326744345373432055e-02,2.083681990456486555e-01,2.713909751504566814e-01,1.190667619933567373e-01,-3.885921595517530247e-02,-1.159199192832512104e-01,1.147719206032889322e-01,-7.781543998487955305e-02,-5.018477519132313880e-02,4.977418090888834773e-02,2.139126058485232573e-01,1.587628504563881604e-01,-2.814261114115794160e-01,-3.307544114006712860e-04,-3.966210645389493805e-02,1.933007780655991367e-02,1.758866008911457238e-02,-3.380477960635232260e-02,-2.608639022259746643e-01,1.793471639331819245e-01,6.544323134468758851e-02,-8.600963638333755656e-02,6.016701774267764480e-02,-7.557549290295559330e-02,2.352252658525448015e-01,-1.363249782407804644e-01,2.024274238757029984e-02,7.631380977129119392e-02,-9.306193588190547761e-02,-1.335467468829551196e-01,1.791002595704469513e-01,3.243765233929475199e-03,-1.392259234834546944e-01,-5.480440036905984136e-02,-9.952800947266025530e-03,-1.175496389963534560e-01,7.787228676169327679e-02,-3.861455422893741996e-02,1.111103082046421692e-01,1.133121604714930203e-01,-4.816549885316868257e-02,-1.000506218282138163e-02,3.866295658355179549e-02,1.252521734934269604e-01,-2.478785242123315857e-01
-1.261504215831002196e-01,1.047187493656629165e-01,2.827867346412532568e-01,-2.526616660790105898e-02,-1.073388058151186243e-02,-1.583479690101047554e-01,7.557268066397068718e-02,-8.420465182748512745e-02,4.048612256348001204e-02,5.827180862574397879e-02,7.362902568935233982e-02,6.147212831011721057e-02,2.198871812750741520e-02,4.321086882241557958e-02,4.311018237184353202e-02,-2.145167279965463913e-02,1.267595186336973323e-01,5.584290616338382501e-02,-1.007133059763896249e-01,-1.490940962105548884e-01,-1.253547496574624609e-01,-1.163215236596988195e-01,-3.616969493111462514e-02,9.520367917851742245e-02,-1.117060707898432682e-02,1.039852123716970833e-01,1.918276772810627306e-01,4.023673675774151470e-01,-3.407133790671372509e-02,1.349024693879805059e-01,1.733808945672206114e-01,-1.965929353299903926e-01,-3.627572432334685848e-01,6.609217516806771553e-02,-8.932377346454485612e-02,-3.507659556178865934e-02,-1.296479049204288803e-01,2.375788848687604773e-02,1.385753382509424259e-01,-1.611547189597785645e-01,-9.825274011946456831e-02,1.705111239862534822e-01,2.259775275878103118e-01,1.293122546166185771e-01,2.592675146754775881e-02,-9.782153307194611791e-02,6.316122371172827599e-02,1.265224213682818455e-01,-1.080261132475162089e-01,-1.274491356742525616e-01,7.075072098016839395e-02,-7.121443256008536116e-02,1.256707660681432026e-01,-2.393789946497827670e-01
-1.346846543290144416e-01,1.862390872180152146e-01,2.595313141438120308e-01,-5.873931887542722940e-02,1.009212894931480337e-01,-1.423100041693108608e-01,-2.177739960478058123e-01,1.475499108702516271e-01,-1.257055655487690216e-01,-1.084270491412821780e-01,2.713933798313513668e-01,-1.021289091255282167e-01,-5.541990742137695158e-02,1.788827854369030856e-01,-1.059580093604915556e-02,3.024964746957147232e-01,-1.732267190529614143e-01,1.201696903966800040e-01,-3.309399066523985994e-02,2.974671656556425112e-02,8.642604252679937649e-02,5.419897416396679546e-02,1.891436129827273049e-02,2.430889185214944043e-02,-9.268099284609025712e-03,3.100649054156333698e-02,2.141843248392297228e-01,5.828025523830464294e-02,-1.515996561894327466e-01,-1.695642571127210785e-01,9.879222200360145145e-02,2.482777063906067838e-02,2.850201873875901626e-01,-3.038413828379860626e-01,3.019744445895175544e-02,6.333629324410765260e-02,-6.662893590888652184e-02,5.211470164152982865e-02,-6.030617597218008996e-02,-4.891925641784199835e-02,3.217375695711759825e-02,-1.155812706241619581e-01,-1.016726121412429018e-01,-1.678489352593739992e-01,9.611903223556601816e-02,-2.594477263745664439e-02,4.925595367399979857e-02,-7.424011317258744774e-03,-7.363726008464394068e-02,2.120247870091474807e-01,-1.298610604689761153e-02,-7.996051072238032076e-03,1.260893586428558644e-01,-2.308794650872285914e-01
-2.005429949780166698e-01,9.939496513329268423e-02,1.189516178958243131e-01,-5.971387878139295530e-03,7.100110323577413229e-02,-1.129342651820070403e-01,-6.397455016494590918e-02,1.343660547133913308e-01,1.089836035506525913e-01,-1.628349701196647042e-02,-8.461540024172239938e-02,-2.025493354103529431e-01,1.326982937160481602e-01,-2.410186361732228125e-02,1.768951110067382426e-01,1.139190212382967249e-01,9.762812798387243696e-02,-5.951601130189251160e-02,-6.468034922929870312e-02,2.679949038905712552e-02,-2.463882919658150483e-01,1.569762557204707476e-01,1.426563850574540104e-01,7.980435289930866774e-03,1.459180965743177572e-01,-1.227085054291610633e-01,-3.318575488943015794e-01,2.064264269724667700e-01,1.869596903719088488e-01,-7.334309974065775228e-02,-1.066468723424977838e-01,1.275143915168283348e-01,-2.902040219901807008e-02,2.036251719776577818e-01,1.122359737454520501e-01,-1.247614165383948565e-01,-3.069665126097724864e-02,-6.427409283920959560e-02,-5.282994837527741662e-03,2.476955750372420995e-01,2.534385619513305765e-01,-1.723383063413251939e-02,-8.540724831344380374e-02,-2.792451251059000286e-02,1.660936297318310884e-01,1.685969750496484898e-01,-7.855307153173783641e-02,-4.918348623533082276e-02,-5.733447712988392481e-02,-1.308319966862151462e-01,-3.711741285443583005e-02,1.979194706842399842e-01,1.265079512175747434e-01,-2.223799355246852405e-01
-1.692141347107015484e-02,2.349612720569518309e-01,2.947974241195238515e-02,-6.048515887925244583e-02,7.757236478761504739e-02,-3.139194082499292132e-02,-1.018448594938879126e-01,1.619491653654001051e-01,1.905679414845345976e-01,-1.001719319899020688e-01,-9.932936625576009593e-02,-3.414684054774462796e-01,1.058794921985027199e-01,-7.381740253571450472e-02,1.021244339227986297e-01,4.060167177796313032e-02,4.083826390367231024e-02,-2.827243893244482317e-02,-5.687087784416730574e-02,-1.626967144461530235e-01,-2.224261243385244197e-02,4.559870814377813691e-02,-1.441585107416065437e-01,-9.441184090226570347e-02,-1.582507148619717863e-01,-9.096865633938312767e-02,-6.079505546132471516e-03,-4.110633942860911771e-01,-1.684877409367670775e-01,2.069757937123988256e-01,-1.080633198997386080e-01,-1.843699650938961376e-01,1.657336550465838276e-01,2.332931273957932206e-01,-1.373926892351473583e-01,5.780717242107658721e-02,1.349637080747041913e-04,-3.123350285791705663e-02,-9.669285425454285376e-02,-1.313731874647990350e-01,-9.309647680690702476e-02,7.224786538796514057e-02,1.136531243717841672e-01,4.801669443865501374e-02,-1.932977431837688553e-01,2.945771037960419770e-03,-1.812109402164966201e-02,-1.508865357155939751e-02,5.284739488929045964e-02,-1.134804271854750191e-01,5.503516262684571975e-03,-2.072741447410449134e-01,1.269265437922909023e-01,-2.138804059621359221e-01
-1.923983716946839340e-01,4.028228511969354081e-02,-9.730151458140420817e-03,1.146282716590154155e-01,6.019667160020938240e-02,1.420014479934313401e-01,-6.014391280976325721e-02,6.862382702159632031e-02,5.727635530942953856e-02,-2.628648048333592432e-02,-2.889412626187451982e-01,-1.532028038264228453e-01,7.743587441269066118e-02,-2.378892814282263790e-01,-2.696566239094360662e-01,-6.110773639700479293e-02,-3.637652892772147428e-01,8.994377285306057179e-02,1.195364742640183109e-01,4.578958657722167688e-03,5.452042150254380465e-02,-7.252113146772161401e-02,-2.515853120400576848e-02,1.430167622933199989e-01,1.144115999320105964e-01,1.462069209927251423e-01,-1.044945485726885143e-01,-7.292156546685327201e-02,7.437260950535327930e-02,-1.218947455201664504e-01,-7.604260736653033204e-02,4.742912726445060873e-02,-2.836313434278741052e-01,-8.364796619541460532e-02,-7.591421688335620033e-02,-2.126720273458280672e-03,-3.367300862171626608e-02,-7.178944873527857984e-02,-3.618978417368829553e-02,-2.553142675557410271e-02,-1.449223268340414043e-04,8.993891985471542949e-02,3.029480835520072940e-02,1.011733586699645332e-01,3.613727660320563417e-02,-2.808077169880724977e-01,1.467026687477901437e-01,-1.514352156472285049e-01,6.518055026363889226e-02,2.902779567066795519e-01,1.064406947164768802e-01,8.464720423169785901e-02,1.273451363670060343e-01,-2.053808763995849385e-01
1.004493115481609189e-01,1.928730461719979083e-01,-1.163878196797110548e-01,-2.073022565875995427e-01,7.982511350742531320e-02,1.935855795426790760e-01,-1.850278315697575712e-02,-9.198709107199182916e-03,1.296794082817133986e-01,-6.728589922537786538e-02,-3.310131606120794712e-01,-1.980815213785711709e-02,-1.590079102742566197e-01,-1.352701465739713504e-01,-2.188169082028245185e-02,-1.690061057370187761e-02,-1.277148331213512865e-02,2.425602869899965222e-02,4.694431005503369239e-03,1.290380796202827141e-01,-3.601729348479541792e-02,-9.809132737868202223e-02,-7.271130919975303530e-02,-5.824867491122919655e-02,2.141212796103137417e-01,-6.070239470816553989e-02,3.276211357219156461e-01,3.821730100129955288e-03,-2.681435388746612747e-02,-1.036575388876055659e-01,2.031799477044839153e-01,1.556181340396117496e-01,-5.194850807692967531e-02,-2.230037248163399197e-02,1.424220464688200072e-01,-9.714889167624386757e-02,1.623062664864063365e-01,1.625222179791110944e-01,-1.575822889823118994e-02,-6.685397754057118003e-02,-1.860535285359334878e-01,-1.533690593765573429e-01,-2.016041934743589004e-01,7.370498665199393118e-02,7.442363641827517973e-02,1.477867484117493524e-01,-1.563471460309361072e-01,2.620963443674869664e-01,-3.249759689162608906e-02,-1.919972441790520068e-01,2.291941072646743599e-02,6.570433402416574198e-02,1.277637289417204725e-01,-1.968813468370359532e-01
-4.903222665251640716e-02,4.043564314686477756e-02,-6.777359576160545129e-02,1.458855804819861879e-01,-7.183195583896508085e-02,2.396535114509817377e-01,1.251641668606001331e-02,-8.138918277041888583e-02,-5.336401357988834054e-02,-2.767451327405283656e-01,-2.131582873691318103e-01,7.304383899868559238e-02,-1.953738689924869043e-01,-1.489931527828033953e-01,-1.142585078238652768e-01,-3.406860452529277689e-02,9.486723676196254229e-02,-8.568308638380341125e-02,-4.490553969644708182e-02,-1.207648405163052607e-01,1.161029147084240709e-01,-9.614654736770024412e-02,-3.280336304060024136e-03,-2.365383723657254675e-02,1.261720004640982419e-02,3.451312486335331858e-02,-1.422047969993482652e-01,2.645694644853560651e-01,-1.093212900630110840e-01,2.355057741052114795e-01,1.469414038833182223e-01,-3.235280598103724287e-02,2.071272710474353074e-01,-1.444675023625248134e-01,-1.146428446215584651e-01,1.619701405860696775e-01,-1.461040797730985830e-01,2.256256013270905442e-02,1.050782529891707007e-01,3.175034833219653740e-01,2.537162548917173410e-01,-8.969907275389438217e-02,4.421784223101266759e-02,-1.299904282537658606e-01,-1.561179717943076695e-01,5.263289613248060134e-02,-9.544756071838498418e-03,8.755028340256227476e-03,-2.522723012634746267e-03,-1.150029770618073675e-02,-8.322861360342638515e-02,-2.257145112782135143e-01,1.281823215164358543e-01,-1.883818172744855801e-01
-4.832649526729692474e-02,5.749840833648877519e-02,-1.306439294118770800e-01,2.343859118789604901e-01,3.853721511738147226e-02,6.698643531258682837e-02,-1.695694064142260205e-01,-1.022651005498333571e-01,-1.358744228996904557e-01,-2.169939764715914654e-01,5.576240836511404952e-02,1.931698727998495124e-01,-2.024221824694016347e-01,-1.095659440473344404e-01,1.571133663849555162e-01,-3.533807478869557123e-02,1.507807185468678368e-01,-2.475255211778707720e-01,-4.092680004463943727e-02,-4.052044969732501722e-02,1.598467788079371565e-01,1.888480503238945118e-01,-1.468332674963343520e-01,-1.320312700182634247e-01,-3.688209793976143791e-02,-2.825083248868009034e-03,2.157009013602943781e-02,7.694219182821712688e-02,2.761312354923881052e-01,1.617645392728951081e-01,-2.416493623758609322e-01,-8.240087626593298187e-02,4.527823279387295508e-02,-1.549907100128350076e-02,4.905939603531610932e-02,-4.877896651882694667e-02,5.402896903768328318e-02,-1.583935389082318651e-02,-1.700793860719174433e-01,-2.867424589648646660e-01,-1.760833799254924448e-01,1.378963148082295968e-02,4.521150750867673762e-02,-2.553341103645649646e-02,2.603781503304412603e-01,-2.764217945004557656e-02,5.638677936964654053e-02,-6.663279995752760532e-02,-3.629102720108726143e-02,7.157512015989664356e-02,6.449571289911414096e-02,2.132401250645767077e-01,1.286009140911538451e-01,-1.798822877119391761e-01
